id,tipo_geometria,num_puntos,longitud,latitud,longitud_final,latitud_final,centro_longitud,centro_latitud,area_aproximada,cuadrante
548,LineString,31,307395.29,8619485.2672,308202.4975,8618700.2593,307784.838485,8619075.766433,,NE
549,LineString,46,276118.2867,8685576.1805,278708.7436,8687711.7615,277419.517381,8686645.211,,NE
550,LineString,33,282140.6551,8670702.5865,282272.9215,8669615.9648,282201.5456,8670162.812598,,NE
551,LineString,4,288828.7896,8668336.9998,288544.083,8668989.3664,288688.435985,8668664.044429,,NE
552,LineString,2,289025.9655,8667850.1987,288828.7896,8668336.9998,288927.37755,8668093.59925,,NE
553,LineString,14,283207.293,8669635.9388,282173.9704,8669468.1773,282686.16147,8669579.913422,,NE
554,LineString,31,283568.8077,8668286.5002,284582.1813,8668204.1862,284079.666549,8668214.32602,,NE
555,LineString,15,280894.468,8670365.0771,281408.4649,8670067.9931,281169.993651,8670256.330717,,NE
556,LineString,9,269315.4456,8691099.0631,270028.1097,8690553.6322,269656.44184,8690809.663753,,NE
557,LineString,30,277935.5574,8686097.2141,279556.2282,8685083.1212,278729.57578,8685567.366916,,NE
558,LineString,11,273829.4678,8693366.1528,273176.0147,8692453.0246,273498.164377,8692913.650358,,NE
559,LineString,44,273251.8736,8692181.4834,273078.6559,8691108.4943,273135.945936,8691658.765256,,NE
560,LineString,25,274992.0769,8691046.168,276024.8457,8690974.1988,275510.802204,8691017.371726,,NE
561,LineString,23,276975.1293,8691162.3719,276533.4899,8691261.2636,276756.166631,8691235.061647,,NE
562,LineString,23,282028.7017,8689747.209,282777.1791,8689549.6237,282409.468886,8689662.02543,,NE
563,LineString,78,309629.8253,8621449.0823,305399.8485,8618154.6025,307705.980417,8619638.896059,,NE
564,LineString,4,307036.2218,8618679.3597,305488.8613,8618164.8676,306425.207873,8618298.044922,,NE
565,LineString,49,307539.3827,8619546.0839,306290.3944,8621151.9302,307002.826396,8620417.804003,,NE
566,LineString,6,308172.4147,8619815.7167,310201.7001,8618276.5992,309189.460385,8619049.140984,,NE
567,LineString,2,310081.5485,8619808.8228,308682.8704,8619431.2012,309382.20945,8619620.012,,NE
568,LineString,23,307867.0236,8618311.1322,308880.8319,8619284.6703,308346.57292,8618820.544097,,NE
569,LineString,23,276975.1292,8691162.3719,277531.1684,8690881.5124,277273.812413,8691041.454575,,NE
570,LineString,5,276376.8007,8668954.2947,276275.3486,8668549.4063,276311.530028,8668755.5815,,NE
571,LineString,15,304863.0009,8643307.6186,306927.9425,8643644.8542,305897.15581,8643468.240534,,NE
572,LineString,5,278963.3588,8684841.0084,278777.1925,8684633.2871,278869.304067,8684738.251613,,NE
573,LineString,12,276837.5152,8687708.8753,276598.8791,8688051.4125,276706.973572,8687867.308179,,NE
574,LineString,2,274182.0648,8681405.0522,274333.9832,8681419.4451,274258.024,8681412.24865,,NE
575,LineString,20,274584.4302,8682232.3493,275528.059,8681539.3315,275033.882505,8681858.200518,,NE
576,LineString,44,279027.9403,8684432.2509,277551.5555,8685521.5514,278297.707552,8684982.752894,,NE
577,LineString,28,277002.8556,8686322.4042,276356.7204,8687472.3319,276748.106276,8686938.395178,,NE
578,LineString,48,273366.5148,8689701.8565,274610.4683,8688936.1494,274007.325148,8689377.811978,,NE
579,LineString,43,276024.8457,8690974.1988,274610.4683,8688936.1494,275419.533317,8689922.074516,,NE
580,LineString,12,274910.3407,8688655.3738,274610.4683,8688936.1494,274769.362714,8688802.043572,,NE
581,LineString,2,275715.0419,8692000.8784,275844.8829,8691376.7218,275779.9624,8691688.8001,,NE
582,LineString,36,276024.8457,8690974.1988,276533.4899,8691261.2636,276264.995093,8691132.769043,,NE
583,LineString,17,277245.1177,8691564.3976,277155.1142,8693634.2266,277124.932583,8692603.232914,,NE
584,LineString,10,277095.2862,8679956.426,276076.8248,8680498.0462,276585.96864,8680227.073235,,NE
585,LineString,8,274038.293,8693286.0154,273251.8736,8692181.4834,273645.05569,8692733.720921,,NE
586,LineString,50,277697.2365,8691659.8562,278310.9417,8692740.6944,278064.720735,8692182.605158,,NE
587,MultiLineString,0,,,,,,,,Unknown
588,LineString,82,276579.6082,8684966.8005,274153.855,8681684.2249,275277.802555,8683377.031962,,NE
589,LineString,8,264190.9952,8697210.3458,263564.6519,8697291.8764,263879.421689,8697258.897316,,NE
590,LineString,2,264023.871,8697038.5252,264571.3967,8696500.8515,264297.63385,8696769.68835,,NE
591,LineString,105,302102.4727,8635904.372,304307.8587,8638077.0173,303197.252116,8637024.468568,,NE
592,LineString,32,275274.9198,8689617.7085,277090.2355,8688218.8029,276219.068581,8688959.652412,,NE
593,LineString,51,276607.6237,8691475.4806,275476.1848,8688054.7625,275990.061365,8689756.077696,,NE
594,LineString,11,279189.7962,8689131.589,278934.5782,8689331.9553,279066.871139,8689236.669721,,NE
595,LineString,46,279628.0663,8688153.1318,279189.7962,8689131.589,279349.985978,8688609.100671,,NE
596,LineString,42,278935.0409,8688441.1226,279286.7512,8688873.4342,279089.112287,8688675.011927,,NE
597,LineString,63,279977.0693,8689592.1796,279189.7962,8689131.589,279548.889082,8689424.883494,,NE
598,LineString,2,278006.21,8689392.6406,278399.4683,8689793.4341,278202.83915,8689593.03735,,NE
599,LineString,26,274425.7007,8681821.5349,275329.4365,8681178.3332,274865.093403,8681493.313202,,NE
600,LineString,42,275928.2074,8683888.32,275457.2281,8683080.5252,275667.619914,8683491.742002,,NE
601,LineString,5,276691.8114,8684167.3689,276408.3324,8683834.9474,276550.414987,8684000.865558,,NE
602,LineString,62,276821.2156,8684717.2813,275928.2074,8683888.32,276390.60701,8684283.08405,,NE
603,LineString,14,276203.3672,8684593.9809,276691.8114,8684167.3689,276446.360217,8684379.160671,,NE
604,LineString,12,276719.8262,8684149.9598,276276.2179,8684688.904,276530.05607,8684442.913789,,NE
605,LineString,19,276579.6082,8684966.8005,277065.4604,8684382.9584,276836.966499,8684691.205543,,NE
606,LineString,11,277206.2727,8685067.3043,276821.2156,8684717.2813,277020.497169,8684884.820067,,NE
607,LineString,56,302282.0942,8638199.1885,304058.957,8638554.439,303169.760731,8638383.518657,,NE
608,LineString,102,302145.5358,8635839.5678,304346.4652,8638002.5402,303253.164014,8636948.999081,,NE
609,LineString,2,266116.8627,8700184.8361,265650.0472,8700585.4489,265883.45495,8700385.1425,,NE
610,LineString,7,265542.6811,8696019.4804,267568.5844,8701869.5236,266537.329249,8698950.839902,,NE
611,LineString,2,266950.8273,8701149.2248,267232.4178,8700930.7144,267091.62255,8701039.9696,,NE
612,LineString,3,266514.9754,8700653.1372,266998.3707,8700280.8725,266756.312219,8700466.535434,,NE
613,LineString,2,265875.3762,8698325.2274,264661.7877,8697113.5865,265268.58195,8697719.40695,,NE
614,LineString,3,265150.3498,8697601.3783,266157.6185,8697507.3538,265653.983144,8697554.355213,,NE
615,LineString,20,264442.0655,8698589.7892,266415.7325,8698293.0156,265431.221772,8698452.260161,,NE
616,LineString,2,264726.8127,8697178.51,265984.6775,8696986.1318,265355.7451,8697082.3209,,NE
617,LineString,2,265828.6976,8698278.6258,265234.429,8696318.6785,265531.5633,8697298.65215,,NE
618,LineString,4,266755.7777,8694824.8431,267461.1719,8695445.6835,267108.474779,8695135.263324,,NE
619,LineString,4,267131.8597,8694419.0865,267845.9718,8695041.0049,267488.915758,8694730.045691,,NE
620,LineString,3,267535.5867,8693883.9807,268379.7472,8694478.2064,267958.194176,8694180.330336,,NE
621,LineString,19,303386.0842,8636574.2583,304758.0941,8637208.4554,304037.674846,8636975.727999,,NE
622,MultiLineString,0,,,,,,,,Unknown
623,LineString,209,289328.8275,8673951.845,286567.7218,8675814.9519,287832.708998,8674777.260569,,NE
624,LineString,8,282380.2556,8677319.5621,282222.5553,8676955.8198,282299.791241,8677138.394712,,NE
625,LineString,10,282222.5553,8676955.8198,282025.98,8676602.2894,282130.547075,8676775.842425,,NE
626,LineString,25,282025.98,8676602.2894,281462.2287,8675726.0391,281747.015391,8676162.684543,,NE
627,LineString,23,281462.2287,8675726.0391,280790.205,8674597.329,281118.123357,8675164.212164,,NE
628,LineString,5,265704.9559,8699704.6855,266635.209,8698930.7747,266170.098677,8699317.750511,,NE
629,LineString,9,282135.0014,8669581.2599,282259.4953,8669345.2738,282188.603144,8669458.736337,,NE
630,LineString,231,283915.8276,8696241.1556,286296.0907,8696299.7306,286882.190969,8696136.71091,,NE
631,LineString,13,302073.5091,8635795.4767,300852.8471,8637603.4999,301463.825235,8636699.924163,,NE
632,LineString,27,278987.1343,8670808.5186,278327.577,8671795.8953,278686.228477,8671317.701295,,NE
633,LineString,2,275172.4878,8667565.2933,275482.9613,8667597.342,275327.72455,8667581.31765,,NE
634,LineString,2,276664.0237,8667719.9206,276724.4858,8667726.1596,276694.25475,8667723.0401,,NE
635,LineString,11,263564.6519,8697291.8764,263061.2421,8697586.3172,263298.576438,8697409.617257,,NE
636,LineString,191,287320.8322,8695302.1778,285938.9145,8696289.1046,286483.045074,8694613.441613,,NE
637,LineString,4,264190.9952,8697210.3458,264023.871,8697038.5252,264107.433111,8697124.435489,,NE
638,LineString,2,264571.3967,8696500.8515,264659.8604,8696592.3341,264615.62855,8696546.5928,,NE
639,LineString,2,264435.756,8696634.0531,264523.2063,8696724.5003,264479.48115,8696679.2767,,NE
640,LineString,77,299350.2017,8639381.0571,300852.8471,8637603.4999,300090.208808,8638556.048331,,NE
641,LineString,15,276691.8114,8684167.3689,276903.113,8684075.3296,276797.100613,8684120.951103,,NE
642,LineString,32,289890.0168,8671556.7707,292820.9546,8671346.9202,291253.596336,8671063.26992,,NE
643,LineString,11,282272.9215,8669615.9648,282283.2578,8669355.2742,282285.269755,8669486.047332,,NE
644,LineString,58,284310.5108,8669895.8282,287597.433,8670570.3984,285972.709232,8670166.678071,,NE
645,LineString,111,310814.7857,8615668.9355,306305.3088,8618752.0253,308626.447894,8617479.018436,,NE
646,LineString,26,310201.7001,8618276.5992,310543.6762,8618138.4201,310362.560375,8618176.007334,,NE
647,LineString,39,304672.3019,8619606.913,305399.8485,8618154.6025,304976.912727,8618836.420783,,NE
648,LineString,7,263506.0362,8697756.0466,264169.0347,8697331.0972,263842.155647,8697553.079748,,NE
649,LineString,3,263130.9645,8697664.7692,263506.0362,8697756.0466,263318.274335,8697711.344565,,NE
650,LineString,2,263061.2421,8697586.3172,263130.9645,8697664.7692,263096.1033,8697625.5432,,NE
651,LineString,4,301989.2973,8638484.7498,302283.0767,8638199.7535,302138.183855,8638343.868775,,NE
652,LineString,18,273750.407,8687426.7018,273102.1359,8688090.5061,273427.694839,8687759.251702,,NE
653,LineString,6,273176.0147,8692453.0246,273322.1964,8692281.9738,273247.308046,8692366.509025,,NE
654,LineString,4,274038.293,8693286.0154,273829.4678,8693366.1528,273934.148009,8693327.416615,,NE
655,LineString,62,277935.5574,8686097.2141,276837.5152,8687708.8753,277367.554711,8686899.587838,,NE
656,LineString,52,283709.3541,8688898.3833,282777.1791,8689549.6237,283338.562951,8689344.854921,,NE
657,LineString,5,276356.7204,8687472.3319,276045.3843,8687864.2718,276197.953464,8687665.824645,,NE
658,LineString,30,276818.382,8685453.2518,277002.8556,8686322.4042,277032.662556,8685846.978903,,NE
659,LineString,22,274786.5763,8683514.5175,276118.2867,8685576.1805,275484.593867,8684513.020407,,NE
660,LineString,15,279219.5195,8684755.2993,278963.3588,8684841.0084,279096.717856,8684816.092194,,NE
661,LineString,3,280095.9862,8684185.5455,279973.949,8684264.4406,280035.047036,8684225.115587,,NE
662,LineString,51,278531.1581,8685651.7553,277419.1121,8683996.7062,278006.756872,8684784.18563,,NE
663,LineString,5,275454.8504,8683077.4664,275222.6967,8682757.0116,275338.290478,8682917.590876,,NE
664,LineString,16,287049.683,8667036.9614,287489.5121,8666348.2402,287303.578404,8666713.93812,,NE
665,LineString,15,282769.8686,8669615.4035,282285.629,8669410.496,282537.12805,8669501.10404,,NE
666,LineString,30,283207.309,8669730.0867,283007.5568,8669257.8252,283154.234566,8669462.786397,,NE
667,LineString,163,270172.8199,8663771.0654,275459.9126,8661031.0269,272852.282543,8662457.795075,,NE
668,LineString,11,280880.9509,8665892.7761,281503.3801,8666001.2324,281195.001275,8665938.327648,,NE
669,LineString,12,279661.9405,8667924.4209,278986.6445,8666598.0691,279325.343792,8667260.655728,,NE
670,LineString,12,278986.6445,8666598.0691,279034.7297,8666093.5026,279001.577997,8666346.232896,,NE
671,LineString,2,278826.0358,8666339.3958,278863.2678,8666071.1659,278844.6518,8666205.28085,,NE
672,LineString,5,277720.6698,8665448.2617,277562.8171,8665198.2553,277645.678098,8665320.738698,,NE
673,LineString,6,275140.4687,8662676.5577,274200.8293,8663015.0069,274670.604257,8662845.660586,,NE
674,LineString,13,283258.7708,8668271.4838,283568.8077,8668286.5002,283413.988474,8668272.895293,,NE
675,LineString,57,289737.6992,8669229.8433,288853.0933,8668276.9971,289424.925316,8668686.839834,,NE
676,LineString,13,288328.61,8667561.4231,287593.0598,8669514.9574,287929.784074,8668527.231593,,NE
677,LineString,5,288544.0829,8668989.3664,287819.2702,8668734.9619,288179.77015,8668870.900529,,NE
678,LineString,14,287819.2702,8668734.9619,286541.7031,8668187.5736,287179.10632,8668461.857355,,NE
679,LineString,161,280942.6209,8668110.1141,289975.9506,8669897.1131,285399.246522,8668944.702131,,NE
680,LineString,3,285402.4309,8668183.4798,285296.6097,8668433.0054,285349.520314,8668308.242606,,NE
681,LineString,17,288875.8015,8664537.3795,288757.0142,8664694.3172,288828.394424,8664622.897436,,NE
682,LineString,2,286134.2077,8666629.4289,286096.4127,8666708.1446,286115.3102,8666668.78675,,NE
683,LineString,31,288699.6144,8666824.1224,288328.61,8667561.4231,288473.973111,8667153.130054,,NE
684,LineString,2,278008.2699,8665491.6484,278330.2211,8665536.5919,278169.2455,8665514.12015,,NE
685,LineString,2,276724.4858,8667726.1596,277588.5073,8667819.2915,277156.49655,8667772.72555,,NE
686,LineString,2,274200.8293,8663015.0069,274240.5939,8663094.1038,274220.7116,8663054.55535,,NE
687,LineString,2,274646.7306,8663527.5126,274565.4978,8663304.4085,274606.1142,8663415.96055,,NE
688,LineString,9,274139.436,8665579.1798,274270.3018,8665600.8166,274204.334247,8665593.227521,,NE
689,LineString,3,274044.604,8666019.2961,274139.436,8665579.1798,274091.435557,8665799.108155,,NE
690,LineString,4,275000.0149,8666795.1827,275023.8777,8666590.3314,275011.875673,8666692.746305,,NE
691,LineString,3,272297.8091,8662879.6008,272446.0447,8663205.026,272371.612217,8663042.453145,,NE
692,LineString,15,271984.4555,8663684.7966,272650.2461,8663574.1666,272314.474507,8663606.157456,,NE
693,LineString,28,272353.8579,8664913.1484,272016.7585,8665249.5681,272233.837672,8665102.629751,,NE
694,LineString,3,271697.1739,8663018.4336,271860.5805,8663402.918,271778.465623,8663210.851398,,NE
695,LineString,3,271860.5805,8663402.918,272130.8341,8664016.3567,271995.559215,8663709.702546,,NE
696,LineString,11,272643.922,8663948.2405,272813.8344,8664429.4475,272722.622182,8664190.25294,,NE
697,LineString,2,274321.7982,8681869.9323,274425.7007,8681821.5349,274373.74945,8681845.7336,,NE
698,LineString,10,274461.8611,8682273.5595,274584.4302,8682232.3493,274524.146556,8682255.810123,,NE
699,LineString,5,277534.98,8664305.621,278261.9807,8664361.8058,277899.203355,8664322.162863,,NE
700,LineString,3,278261.9807,8664361.8058,279001.8284,8664479.4143,278631.907356,8664420.592401,,NE
701,LineString,12,277082.8357,8664865.9344,277480.5669,8665411.1419,277295.796029,8665132.54225,,NE
702,LineString,5,276647.2313,8664319.854,277082.8357,8664865.9344,276864.882964,8664593.017749,,NE
703,LineString,7,276645.6236,8664142.8624,276152.642,8663527.0107,276400.139682,8663834.132082,,NE
704,LineString,9,277170.8021,8664798.9453,276645.6236,8664142.8624,276909.027353,8664470.268282,,NE
705,LineString,38,282777.1791,8689549.6237,282055.0935,8688363.3889,282554.647759,8688869.829392,,NE
706,LineString,54,271605.4823,8689423.3085,270617.2915,8689081.0931,271079.592078,8689147.287363,,NE
707,LineString,38,272222.2531,8679605.6658,272853.1115,8679448.8962,272532.619358,8679511.396158,,NE
708,LineString,10,281806.1727,8688982.2787,282496.9968,8688847.0019,282150.012344,8688908.32382,,NE
709,LineString,26,278805.7404,8658930.4318,278304.6076,8658506.5104,278584.481714,8658660.6913,,NE
710,LineString,5,278736.8194,8658749.7897,279866.8105,8658296.2119,279301.381625,8658521.921997,,NE
711,LineString,16,279866.8105,8658296.2119,280386.8485,8658211.6675,280122.658224,8658228.172644,,NE
712,LineString,10,278273.383,8661674.3758,278099.846,8661165.22,278167.620254,8661428.327871,,NE
713,LineString,10,278013.6307,8660735.9064,278309.8028,8660417.4056,278155.626056,8660572.920424,,NE
714,LineString,36,272694.3654,8680328.5507,273223.0335,8680666.4425,272936.221441,8680552.416811,,NE
715,LineString,9,273583.8668,8681919.0971,273800.1435,8681695.0366,273692.903682,8681808.50757,,NE
716,LineString,8,280528.8126,8661322.8083,280702.6389,8661235.0568,280618.825719,8661285.466192,,NE
717,LineString,12,280702.6389,8661235.0568,281084.3884,8661209.0743,280891.159229,8661172.892615,,NE
718,LineString,8,281084.3884,8661209.0743,281275.0093,8661623.8593,281190.702027,8661410.88479,,NE
719,LineString,4,281640.6149,8661477.6276,282137.2451,8661482.224,281888.841562,8661466.585097,,NE
720,LineString,9,274282.9818,8665654.8434,274272.27,8665087.7353,274265.211096,8665372.372511,,NE
721,LineString,2,277700.9928,8666592.679,278100.4705,8666630.9654,277900.73165,8666611.8222,,NE
722,LineString,19,283168.6167,8660857.5112,283014.429,8660347.2598,283094.068933,8660601.883894,,NE
723,LineString,2,279128.227,8658592.317,279087.817,8658077.4586,279108.022,8658334.8878,,NE
724,LineString,3,276936.8748,8667087.539,277126.9998,8667048.2049,277031.913982,8667067.759125,,NE
725,LineString,11,281051.1129,8664690.6786,282022.2699,8665697.3979,281579.474299,8665153.307161,,NE
726,LineString,3,278186.1495,8665694.2488,278203.3724,8665518.4676,278194.298174,8665606.312814,,NE
727,LineString,4,278203.3724,8665518.4676,278237.9208,8665304.3528,278220.267191,8665411.348803,,NE
728,LineString,3,275628.8239,8665139.7217,275587.3673,8664681.9581,275608.125813,8664910.837172,,NE
729,LineString,3,276438.589,8664302.6968,276645.6236,8664142.8624,276542.519869,8664223.318081,,NE
730,LineString,2,277211.1935,8663822.7776,277696.4221,8663770.8628,277453.8078,8663796.8202,,NE
731,LineString,7,276645.6236,8664142.8624,277211.1935,8663822.7776,276913.221201,8663947.40891,,NE
732,LineString,4,276647.2313,8664319.854,276320.6075,8664391.3359,276475.368961,8664424.876923,,NE
733,LineString,3,275949.5486,8663690.551,276152.642,8663527.0107,276051.295471,8663609.024565,,NE
734,LineString,6,282411.001,8657222.4731,281807.4961,8657537.1555,282110.665869,8657382.604523,,NE
735,LineString,15,281500.1054,8660560.091,281555.2727,8660236.7603,281520.791506,8660396.556677,,NE
736,LineString,6,274682.6046,8663268.7541,274605.916,8663419.3615,274682.138223,8663362.5109,,NE
737,LineString,5,274760.5904,8662199.3083,274990.5769,8662074.9838,274880.256188,8662145.274108,,NE
738,LineString,12,278535.2901,8663382.8831,276986.9214,8663184.1417,277759.113727,8663269.889131,,NE
739,LineString,4,279412.213,8663516.4579,278535.2901,8663382.8831,278973.703029,8663449.98628,,NE
740,LineString,4,277701.753,8663809.9963,278350.7724,8663791.2728,278026.455112,8663780.504484,,NE
741,LineString,2,278350.7724,8663791.2728,278471.4737,8663809.3044,278411.12305,8663800.2886,,NE
742,LineString,3,277308.4964,8665388.5336,278008.2699,8665491.6484,277658.505435,8665439.324183,,NE
743,LineString,2,277903.5835,8669660.2146,278359.9182,8669302.9975,278131.75085,8669481.60605,,NE
744,LineString,5,278629.7994,8669639.8789,278053.9074,8668888.4801,278336.65627,8669268.059284,,NE
745,LineString,12,277456.1562,8669246.7027,278680.1592,8668228.2422,278057.02397,8668722.899428,,NE
746,LineString,11,302884.4899,8636316.9886,303880.4922,8634775.8646,303398.089402,8635555.568786,,NE
747,LineString,14,279241.7022,8669098.3417,278597.6461,8668099.3983,278916.713343,8668601.178418,,NE
748,LineString,24,283578.6092,8660757.8585,283991.3151,8660732.14,283780.099461,8660728.358362,,NE
749,LineString,26,283694.4854,8658518.3345,283171.7947,8657074.1647,283438.47095,8657789.232696,,NE
750,LineString,2,279169.9392,8659539.612,279184.4008,8659449.4756,279177.17,8659494.5438,,NE
751,LineString,2,279184.4008,8659449.4756,279038.6484,8659449.1526,279111.5246,8659449.3141,,NE
752,LineString,3,276409.2075,8665233.92,276881.1457,8664854.7795,276644.308747,8665043.270782,,NE
753,LineString,6,276881.1457,8664854.7795,277400.0167,8664561.284,277126.72264,8664672.369245,,NE
754,LineString,7,277534.98,8664305.621,277400.0167,8664561.284,277470.646377,8664435.836916,,NE
755,LineString,18,278099.846,8661165.22,278013.6307,8660735.9064,278060.171974,8660950.165673,,NE
756,LineString,82,295846.9329,8670137.0509,295872.5104,8670569.3641,296184.808138,8670347.571761,,NE
757,LineString,142,264765.4807,8695394.0742,262835.6611,8697202.061,263523.727907,8696024.044114,,NE
758,LineString,51,305290.2408,8636196.9554,309020.101,8629934.5736,306816.750975,8632903.117064,,NE
759,LineString,5,279184.4008,8659449.4756,279128.227,8658592.317,279159.411371,8659020.811702,,NE
760,LineString,2,279518.629,8659451.1352,279184.4008,8659449.4756,279351.5149,8659450.3054,,NE
761,MultiLineString,0,,,,,,,,Unknown
762,LineString,9,281392.2512,8659625.6625,280352.3269,8659299.0811,280895.990451,8659387.778077,,NE
763,LineString,25,278881.1028,8659026.0684,278736.8194,8658749.7897,278801.505614,8658891.927586,,NE
764,LineString,6,279184.4008,8659449.4756,278881.1028,8659026.0684,279036.711439,8659234.836967,,NE
765,LineString,14,277673.9301,8659455.0741,278309.8028,8660417.4056,277965.4735,8659951.825278,,NE
766,LineString,7,278309.8028,8660417.4056,278881.2269,8661174.926,278592.832875,8660798.1785,,NE
767,LineString,4,278345.0917,8666458.995,278974.9904,8666536.7468,278680.934035,8666510.510356,,NE
768,LineString,11,278558.9656,8662399.1889,278421.1121,8661957.1137,278499.766631,8662175.794031,,NE
769,LineString,2,278421.1121,8661957.1137,278273.383,8661674.3758,278347.24755,8661815.74475,,NE
770,LineString,98,266874.2012,8693589.6289,265878.8985,8693498.771,266412.611689,8693414.638695,,NE
771,LineString,23,283482.6041,8661238.6699,283578.6092,8660757.8585,283546.073842,8661007.497641,,NE
772,LineString,21,281153.3508,8657406.5464,281000.0648,8657107.5447,281081.924886,8657252.914689,,NE
773,LineString,2,278881.2269,8661174.926,279004.289,8661195.8724,278942.75795,8661185.3992,,NE
774,LineString,3,279004.289,8661195.8724,279313.6045,8661249.2731,279158.994621,8661222.298897,,NE
775,LineString,3,279313.6045,8661249.2731,279380.4546,8661259.4635,279346.978071,8661254.699389,,NE
776,LineString,3,279380.4546,8661259.4635,279461.8656,8661267.4733,279421.161933,8661263.449929,,NE
777,LineString,6,279461.8656,8661267.4733,280278.6401,8661360.7796,279870.281901,8661313.912448,,NE
778,LineString,3,280278.6401,8661360.7796,280528.8126,8661322.8083,280403.923595,8661343.123927,,NE
779,LineString,2,284060.3269,8659519.2961,284213.5139,8659381.4698,284136.9204,8659450.38295,,NE
780,LineString,4,281000.0648,8657107.5447,280668.1501,8656731.2079,280834.022202,8656919.47567,,NE
781,LineString,6,285816.3767,8682466.9739,286384.3101,8681285.2284,285816.351977,8681821.381046,,NE
782,LineString,17,278805.7404,8658930.4318,279142.6152,8658847.9815,278970.93203,8658879.052523,,NE
783,LineString,3,267131.8597,8694419.0865,266863.6542,8694122.3543,266996.484233,8694271.956612,,NE
784,LineString,5,275437.4595,8682612.8541,275778.6368,8683096.8686,275607.902781,8682854.972392,,NE
785,LineString,6,266863.6542,8694122.3543,266874.2012,8693589.6289,266861.547851,8693855.524615,,NE
786,LineString,32,265606.3939,8692879.1905,263972.1585,8692483.8329,264784.901721,8692702.445246,,NE
787,LineString,91,265878.8985,8693498.771,265606.3939,8692879.1905,265588.476619,8693239.414776,,NE
788,LineString,6,285816.3767,8682466.9739,285535.7574,8682664.6929,285675.469696,8682564.99628,,NE
789,LineString,39,284474.3178,8662007.0909,283564.5757,8662019.1476,284018.470265,8661983.027836,,NE
790,LineString,24,263416.8955,8695030.3784,262360.0653,8695430.6637,262928.184911,8695372.05061,,NE
791,LineString,2,264107.8959,8692298.4017,264177.0035,8692561.2529,264142.4497,8692429.8273,,NE
792,LineString,14,264586.8994,8692529.5334,264161.793,8692033.0232,264426.375562,8692244.029963,,NE
793,LineString,5,264988.1824,8696080.0884,263959.8699,8696944.3024,264465.761236,8696502.858059,,NE
794,MultiLineString,0,,,,,,,,Unknown
795,LineString,32,282470.3234,8650824.565,280667.1972,8649124.4604,281527.965059,8650014.843548,,NE
796,LineString,28,288481.1943,8646720.1316,286644.2607,8650669.554,287364.131799,8648655.152663,,NE
797,LineString,15,280747.0478,8650225.2005,281708.8499,8651604.6525,281229.124508,8650914.091282,,NE
798,LineString,15,282547.1287,8668683.0844,282535.9301,8668216.3761,282550.304832,8668449.468891,,NE
799,LineString,142,300629.5263,8656699.9174,296516.0777,8649314.1999,298723.73297,8652968.868902,,NE
800,LineString,460,279061.8881,8654144.919,280747.0478,8650225.2005,278920.002763,8652076.704061,,NE
801,LineString,37,294685.7347,8663310.5367,295638.4853,8663426.6646,295162.460893,8663349.342453,,NE
802,LineString,55,296648.4979,8663210.131,295638.4853,8663426.6646,296144.244981,8663317.701909,,NE
803,MultiLineString,0,,,,,,,,Unknown
804,LineString,56,297995.7748,8665422.0341,300898.7541,8667749.5443,299390.644162,8666522.693681,,NE
805,LineString,121,302042.2414,8670994.3602,303452.4993,8669613.3857,302747.630675,8670377.550075,,NE
806,LineString,26,281751.4683,8668038.017,280912.4461,8667705.1769,281321.40385,8667888.93287,,NE
807,LineString,23,282535.9301,8668216.3761,281751.4683,8668038.017,282148.200142,8668118.912807,,NE
808,LineString,613,302662.5639,8658590.7581,315283.4768,8660094.2043,308902.113119,8658451.367423,,NE
809,LineString,73,296349.4254,8657268.0363,296463.3744,8658578.2778,296516.488446,8657909.999385,,NE
810,LineString,3,287122.5047,8668818.828,288447.6213,8669281.4739,287785.062885,8669050.15128,,NE
811,LineString,30,282535.9301,8668216.3761,283258.7708,8668271.4838,282896.141791,8668235.878666,,NE
812,LineString,20,282613.722,8665599.3533,285192.0145,8666211.339,283939.742991,8665741.984141,,NE
813,LineString,4,287979.4764,8668366.898,286712.5521,8667801.615,287346.016196,8668084.252146,,NE
814,LineString,7,286377.8044,8667169.5186,288157.2236,8667964.6615,287268.60879,8667564.636173,,NE
815,LineString,13,288875.8015,8664537.3795,288905.5045,8664306.4317,288882.022056,8664419.217993,,NE
816,MultiLineString,0,,,,,,,,Unknown
817,MultiLineString,0,,,,,,,,Unknown
818,LineString,63,298843.6714,8642075.7057,302957.0016,8645227.0933,301050.165217,8643508.893586,,NE
819,LineString,8,296537.7622,8658015.0591,296325.4312,8657994.061,296432.022414,8658002.594629,,NE
820,LineString,72,313850.3434,8679039.0932,318383.9945,8681601.1164,316046.15336,8680532.884991,,NE
821,LineString,10,305975.1993,8675203.5593,306055.1496,8675065.9891,306010.583245,8675132.298568,,NE
822,LineString,31,292493.3072,8674979.2464,293819.486,8676906.0497,293265.791699,8675837.62303,,NE
823,LineString,105,292664.1865,8671431.886,293819.486,8676906.0497,293294.47225,8674108.897094,,NE
824,LineString,22,289148.5978,8646220.6652,288481.1943,8646720.1316,288780.629271,8646432.547538,,NE
825,LineString,33,296516.0777,8649314.1999,294007.2627,8644754.0833,295299.176215,8646987.052845,,NE
826,LineString,39,293237.8508,8642957.9881,293855.664,8644788.5033,293752.143078,8643858.502828,,NE
