id,tipo_geometria,num_puntos,longitud,latitud,longitud_final,latitud_final,centro_longitud,centro_latitud,area_aproximada,cuadrante
272,LineString,40,301079.9857,8660908.8752,302124.8257,8660226.5068,301622.077676,8660572.900553,,NE
273,LineString,20,302923.4754,8642407.44,302145.482,8641941.8265,302510.661488,8642217.729289,,NE
274,LineString,48,305289.9027,8636197.7819,309869.2059,8628890.3678,307972.041402,8632822.630114,,NE
275,LineString,376,302585.3169,8659683.7442,298700.9564,8655710.2776,301179.598233,8657509.263604,,NE
276,LineString,44,298700.9564,8655710.2776,298222.8625,8655052.5862,298418.37392,8655406.930222,,NE
277,LineString,121,298222.8625,8655052.5862,296955.5796,8652272.4446,297585.612928,8653659.58671,,NE
278,LineString,284,297476.7437,8647761.3002,296867.2807,8651895.0074,296783.296753,8649805.699931,,NE
279,LineString,2,274791.1707,8683420.5412,275043.5486,8683282.2248,274917.35965,8683351.383,,NE
280,LineString,48,272623.1097,8691072.4654,272959.6006,8690811.2984,272758.448943,8690897.569432,,NE
281,LineString,73,272959.6006,8690811.2984,273366.5148,8689701.8565,273210.572444,8690259.091859,,NE
282,LineString,3,265215.262,8696337.6786,264988.1824,8696080.0884,265101.722214,8696208.883487,,NE
283,LineString,60,264988.1824,8696080.0884,263834.7528,8695174.0421,264537.281747,8695337.027447,,NE
284,LineString,62,263834.7528,8695174.0421,264278.5469,8693628.7761,264159.99437,8694309.989572,,NE
285,LineString,88,264278.5469,8693628.7761,264335.6977,8693186.7215,264318.227221,8693400.138609,,NE
286,LineString,22,300413.5133,8661353.3346,301079.9857,8660908.8752,300738.475979,8661124.736019,,NE
287,LineString,35,285150.2162,8656904.3215,285006.1799,8657517.7974,285081.949769,8657211.844018,,NE
288,LineString,2,290021.7393,8649149.3109,290182.7581,8648891.0759,290102.2487,8649020.1934,,NE
289,LineString,9,288548.7991,8653419.2195,288721.8925,8653254.8668,288630.761012,8653332.090878,,NE
290,LineString,225,284177.9564,8655336.4265,279826.8709,8662591.0751,280911.660441,8658450.69112,,NE
291,LineString,44,287014.6399,8664773.5469,285568.2835,8663464.5365,286249.100992,8664172.809459,,NE
292,LineString,11,285327.9967,8650921.725,286780.0273,8650641.5275,286054.154961,8650782.270204,,NE
293,LineString,4,278873.7535,8664819.7738,280991.7034,8665114.2993,279932.682925,8664967.341281,,NE
294,LineString,20,281807.4961,8657537.1555,280398.5571,8657842.8244,281119.388536,8657762.370698,,NE
295,LineString,31,281305.7665,8658526.7646,282531.8742,8659381.0915,281789.636016,8659095.617263,,NE
296,LineString,414,275459.9126,8661031.0269,279061.8881,8654144.919,278281.696026,8657846.812178,,NE
297,LineString,904,294353.3341,8667153.3576,296648.4979,8663210.131,295001.701429,8665564.930505,,NE
298,LineString,14,280722.7671,8668153.8469,280805.0079,8668460.329,280765.415652,8668306.489416,,NE
299,LineString,14,289946.8272,8670359.3276,290157.3808,8669385.8681,290018.400539,8669864.767148,,NE
300,LineString,56,279312.2673,8657161.1793,280079.1569,8657855.5906,279657.966116,8657546.202586,,NE
301,LineString,145,284253.707,8663264.645,271708.8635,8665661.8967,277180.930453,8663212.725516,,NE
302,LineString,151,281634.609,8669086.8538,285192.0145,8666211.339,283608.600861,8668181.289401,,NE
303,LineString,39,270353.1456,8690953.1577,272469.5038,8691070.0055,271403.016414,8690793.37547,,NE
304,LineString,3,270126.6717,8690668.1005,269569.062,8690074.4663,269850.586693,8690368.808917,,NE
305,LineString,114,270752.231,8673777.88,274295.4071,8680278.3238,272700.405547,8677059.271399,,NE
306,LineString,3,293800.3495,8670108.1667,293661.866,8670751.177,293731.766202,8670429.812469,,NE
307,LineString,2,293832.8857,8669961.8022,293800.3495,8670108.1667,293816.6176,8670034.98445,,NE
308,LineString,13,269517.3832,8672445.4661,270752.231,8673777.88,270133.257682,8673113.935656,,NE
309,LineString,44,278218.784,8668243.9517,276943.6749,8668628.8904,277582.534889,8668458.730945,,NE
310,LineString,2,278401.4281,8668142.7681,278218.784,8668243.9517,278310.10605,8668193.3599,,NE
311,LineString,217,288356.9543,8683691.4727,285140.7137,8685125.2126,287002.420749,8685092.877523,,NE
312,LineString,259,270122.3902,8690671.4888,276117.2024,8669179.9416,274270.24133,8680666.168782,,NE
313,LineString,265,300066.0226,8638903.9944,310811.1784,8617273.8625,306759.430056,8628677.154651,,NE
314,LineString,11,277945.023,8668295.2264,278218.784,8668243.9517,278083.968227,8668280.185737,,NE
315,LineString,21,276508.5913,8668512.8911,276943.6749,8668628.8904,276723.685933,8668581.308221,,NE
316,LineString,16,279925.8659,8667808.8073,278401.4281,8668142.7681,279142.665033,8667889.094983,,NE
317,LineString,24,280166.0208,8667813.121,280722.7671,8668153.8469,280473.895086,8667934.353863,,NE
318,LineString,55,274295.4071,8680278.3238,277390.1702,8684796.2045,275955.110775,8682384.073026,,NE
319,LineString,6,281432.2543,8668969.9543,281634.609,8669086.8538,281532.823043,8669029.457557,,NE
320,LineString,213,277659.6653,8685728.4445,285098.2408,8701876.2611,282109.584484,8693517.700746,,NE
321,LineString,466,292948.9963,8671244.5617,310694.5434,8676915.2636,301800.296292,8674105.756246,,NE
322,LineString,5,274619.0025,8668744.2537,274955.1093,8668710.1666,274787.166508,8668728.552608,,NE
323,LineString,3,274955.1093,8668710.1666,275416.3365,8668665.5324,275185.785337,8668688.503814,,NE
324,LineString,26,275416.3365,8668665.5324,276164.3595,8668546.0114,275790.41629,8668601.713807,,NE
325,LineString,86,289555.2231,8667832.6105,287014.6399,8664773.5469,288590.968173,8666030.217676,,NE
326,LineString,26,282531.8742,8659381.0915,283388.4403,8658930.9527,282990.015317,8659215.554235,,NE
327,LineString,13,282036.068,8655748.4085,280668.1501,8656731.2079,281335.993427,8656218.416967,,NE
328,LineString,4,280668.1501,8656731.2079,280413.3562,8656963.2022,280542.288029,8656848.84397,,NE
329,LineString,16,278330.2211,8665536.5919,278804.2698,8662436.9318,278569.953797,8663987.347427,,NE
330,LineString,12,288614.8145,8664652.296,288757.0142,8664694.3172,288688.485715,8664664.656449,,NE
331,LineString,27,283248.3524,8656987.0582,283260.5227,8657202.3493,283280.98841,8657086.960172,,NE
332,LineString,120,262002.9335,8707260.1543,264802.9089,8702243.4053,263045.406052,8704462.692749,,NE
333,LineString,398,264169.0347,8697331.0972,260806.5782,8705919.4828,263231.260361,8701809.4993,,NE
334,LineString,106,270122.3902,8690671.4888,264169.0347,8697331.0972,267201.145278,8694038.71502,,NE
335,LineString,80,283233.9412,8669052.8111,292948.9963,8671244.5617,288106.065601,8670194.374817,,NE
336,LineString,152,265322.1955,8702380.0864,266737.8492,8700910.7234,266908.664686,8702250.703797,,NE
337,LineString,17,265322.1955,8702380.0864,264802.9089,8702243.4053,265065.778251,8702296.386918,,NE
338,LineString,50,265322.1955,8702380.0864,266737.8492,8700910.7234,266610.716416,8702145.051124,,NE
339,LineString,2,270126.6717,8690668.1005,270353.1456,8690953.1577,270239.90865,8690810.6291,,NE
340,LineString,41,277518.4309,8668574.9716,276117.2024,8669179.9416,276784.232507,8668811.271735,,NE
341,LineString,103,294353.3341,8667153.3576,293832.8857,8669961.8022,294043.254802,8668511.443616,,NE
342,LineString,9,280919.9326,8668563.2462,281432.2543,8668969.9543,281170.386069,8668773.955486,,NE
343,LineString,70,285192.0145,8666211.339,284253.707,8663264.645,285044.814856,8664663.942741,,NE
344,LineString,4,273240.3049,8668509.0583,274063.5412,8668677.3359,273651.432558,8668595.549184,,NE
345,LineString,2,274063.5412,8668677.3359,274287.1477,8668719.536,274175.34445,8668698.43595,,NE
346,LineString,13,274287.1477,8668719.536,274619.0025,8668744.2537,274452.582152,8668738.353927,,NE
347,LineString,18,276164.3595,8668546.0114,276508.5913,8668512.8911,276336.677439,8668534.758438,,NE
348,LineString,15,285568.2835,8663464.5365,284253.707,8663264.645,284913.475414,8663354.565692,,NE
349,LineString,64,290157.3808,8669385.8681,289555.2231,8667832.6105,290243.571109,8668419.948778,,NE
350,LineString,9,278391.5462,8666007.1409,277760.6944,8665957.9092,278076.035842,8665985.175216,,NE
351,LineString,91,277518.4309,8668574.9716,280919.9326,8668563.2462,279254.162519,8668146.798483,,NE
352,LineString,21,272130.8341,8664016.3567,272353.8579,8664913.1484,272261.997839,8664458.644977,,NE
353,LineString,3,271415.8606,8664153.4181,271193.4947,8663693.6674,271304.413242,8663923.670949,,NE
354,LineString,7,281000.0648,8657107.5447,280727.6123,8656678.1248,280874.251256,8656885.449149,,NE
355,LineString,9,275273.6859,8664057.7966,275949.5486,8663690.551,275626.44281,8663900.513166,,NE
356,LineString,7,275778.6368,8683096.8686,276425.5221,8683823.7055,276102.860793,8683459.589907,,NE
357,LineString,2,277133.7113,8681215.2542,277569.556,8681138.2752,277351.63365,8681176.7647,,NE
358,LineString,24,277386.278,8688022.2755,276356.7204,8687472.3319,276874.389291,8687740.164082,,NE
359,LineString,61,264781.1244,8696792.3278,266737.8492,8700910.7234,265363.518967,8698977.579918,,NE
360,MultiLineString,0,,,,,,,,Unknown
361,LineString,688,309042.1027,8627593.7816,303872.7444,8642281.0942,308396.112469,8635373.94415,,NE
362,LineString,133,267829.8375,8702300.4551,280978.794,8698521.4804,273885.850212,8698751.666183,,NE
363,LineString,41,313019.9292,8668542.8415,305259.7064,8675380.1422,309041.420334,8671895.858459,,NE
364,LineString,42,280978.794,8698521.4804,283792.4905,8696702.1872,282555.92016,8698019.991625,,NE
365,LineString,73,285541.872,8720014.4085,263583.251,8729088.4937,276064.583821,8727457.755515,,NE
366,LineString,49,313019.9292,8668542.8415,314905.9259,8669157.2281,314012.588193,8668599.446402,,NE
367,LineString,110,290351.381,8644742.6161,300066.0226,8638903.9944,295186.826488,8641772.837986,,NE
368,LineString,154,263834.7528,8695174.0421,263906.5138,8691634.3338,263573.684946,8693501.171839,,NE
369,LineString,37,273345.7698,8687779.1457,273873.0864,8687069.8605,273551.536961,8687402.056976,,NE
370,LineString,299,284253.707,8663264.645,290351.381,8644742.6161,285574.64129,8652985.4952,,NE
371,LineString,282,310694.5434,8676915.2636,318031.6,8681639.1601,314544.890367,8679123.02308,,NE
372,LineString,165,285098.2408,8701876.2611,285541.5127,8720014.409,286651.919565,8710697.950561,,NE
373,LineString,26,270891.3644,8665572.3513,270854.1245,8664614.0163,270929.955546,8665090.13455,,NE
374,LineString,4,274282.9818,8665654.8434,274122.3227,8665652.9184,274202.567254,8665656.596277,,NE
375,LineString,4,276067.0447,8663595.3611,276647.2313,8664319.854,276356.238798,8663958.33647,,NE
376,LineString,2,271974.3442,8669263.6028,271781.769,8668855.0859,271878.0566,8669059.34435,,NE
377,LineString,24,273802.3782,8664801.8824,276438.589,8664302.6968,275159.080268,8664625.113809,,NE
378,LineString,12,273426.1326,8662379.2151,274225.875,8664159.5769,273846.52526,8663260.360038,,NE
379,LineString,5,276601.2707,8666299.4815,278345.0917,8666458.995,277473.254168,8666378.446551,,NE
380,LineString,25,279152.8654,8664130.5306,281051.1129,8664690.6786,280097.860924,8664424.476663,,NE
381,LineString,113,281663.1056,8682344.5227,277716.4313,8681902.5415,279658.313048,8682149.291721,,NE
382,LineString,65,289984.0041,8670042.4015,285727.8868,8668771.3642,287509.386212,8669885.183951,,NE
383,LineString,36,273227.6931,8668251.5376,277551.6361,8668173.8333,275390.106953,8668267.844747,,NE
384,LineString,3,278649.734,8665424.788,280903.9796,8665740.4893,279777.058595,8665581.239803,,NE
385,LineString,11,279034.7297,8666093.5026,279303.9871,8664189.6993,279167.994631,8665141.403382,,NE
386,LineString,10,287137.1855,8664513.9646,287386.9939,8664546.5742,287260.062867,8664540.745484,,NE
387,LineString,11,286780.0273,8650641.5275,287017.9714,8650763.911,286902.279244,8650694.773727,,NE
388,LineString,55,282535.9301,8668216.3761,281427.8091,8666070.5046,282074.042247,8667111.827766,,NE
389,LineString,3,287386.9939,8664546.5742,287461.0962,8664547.7648,287424.045732,8664547.107852,,NE
390,LineString,8,290894.8616,8669788.1334,293396.8592,8670052.7812,292145.951219,8669889.319688,,NE
391,LineString,10,292488.2513,8669931.6207,292388.8236,8670325.1911,292434.504075,8670126.981276,,NE
392,LineString,54,281985.3074,8664683.66,283168.6167,8660857.5112,282659.026527,8662799.785157,,NE
393,LineString,27,283991.3151,8660732.14,283694.4854,8658518.3345,283964.488367,8659608.07852,,NE
394,LineString,19,274218.4137,8667115.9387,274055.9492,8666021.8471,274125.143861,8666567.207718,,NE
395,LineString,25,274644.5895,8684723.7737,273912.9405,8684772.6463,274281.786758,8684755.597435,,NE
396,LineString,17,272813.8344,8664429.4475,270949.1879,8664964.6641,271956.821011,8664801.536668,,NE
397,LineString,6,271702.4717,8665461.5591,270926.1951,8665413.5493,271313.534882,8665449.673675,,NE
398,LineString,2,274990.5769,8662074.9838,275329.7555,8662498.4918,275160.1662,8662286.7378,,NE
399,LineString,10,287461.0962,8664547.7648,287976.6487,8664620.5467,287719.712238,8664576.711622,,NE
400,LineString,30,273022.1334,8673015.2326,272317.5962,8672477.3449,272617.591477,8672815.706329,,NE
401,LineString,22,276152.642,8663527.0107,277346.9606,8663495.247,276736.465086,8663472.204961,,NE
402,LineString,8,279798.8817,8685830.593,280444.4517,8685273.8997,280120.082362,8685549.847628,,NE
403,LineString,32,276148.6479,8682962.8009,275293.1642,8683071.1726,275730.161353,8683059.915154,,NE
404,LineString,5,279142.6152,8658847.9815,279714.1654,8658767.5719,279428.106602,8658805.822685,,NE
405,LineString,4,278309.8028,8660417.4056,278312.4937,8659448.8578,278311.499476,8659933.134739,,NE
406,LineString,57,283130.803,8658470.4388,282114.2373,8656890.6906,282632.523336,8657666.514502,,NE
407,LineString,8,298594.2821,8671234.3875,298578.6829,8672065.1578,298586.590581,8671649.752334,,NE
408,LineString,95,283639.6082,8677229.2884,288356.9543,8683691.4727,285729.737085,8680459.885065,,NE
409,LineString,23,273452.6449,8681107.5682,272391.4576,8681469.6977,272952.552205,8681360.315579,,NE
410,LineString,75,269595.1593,8691697.8915,270184.5488,8692422.1929,269897.432294,8692103.557817,,NE
411,LineString,3,264420.5295,8698750.6762,265375.9961,8699790.0914,264906.796643,8699262.456265,,NE
412,LineString,2,293396.8592,8670052.7812,293800.3495,8670108.1667,293598.60435,8670080.47395,,NE
413,LineString,2,287558.0328,8695366.1498,288623.545,8694223.6168,288090.7889,8694794.8833,,NE
414,LineString,4,273079.3137,8688066.3982,273211.6285,8688205.3445,273145.26231,8688136.073882,,NE
415,LineString,3,278197.0064,8665517.9959,278173.9346,8665359.6679,278185.655214,8665438.804853,,NE
416,LineString,5,277126.9998,8667048.2049,277666.3434,8666995.0373,277395.706147,8667014.274759,,NE
417,LineString,2,272016.7585,8665249.5681,271700.8429,8665415.8059,271858.8007,8665332.687,,NE
418,LineString,57,274907.7092,8678997.0507,276769.8571,8678441.4976,275844.94291,8678774.522182,,NE
419,LineString,3,275471.0776,8676502.7826,274821.2165,8676364.2374,275146.357556,8676432.517119,,NE
420,LineString,43,280223.9963,8669443.1834,281159.1918,8669795.3893,280521.343228,8669746.754059,,NE
421,LineString,67,276777.1486,8688540.0745,277893.2547,8689473.4539,277277.781723,8689062.308135,,NE
422,LineString,5,278219.6493,8670005.8679,277590.3116,8669314.5833,277904.488882,8669660.660648,,NE
423,LineString,62,268849.8969,8692287.7284,269595.1593,8691697.8915,269189.407336,8691945.763636,,NE
424,LineString,25,280852.4571,8666592.4881,280912.4461,8667705.1769,280887.224046,8667151.014657,,NE
425,LineString,2,278998.2376,8666362.5389,278826.0358,8666339.3958,278912.1367,8666350.96735,,NE
426,LineString,2,279016.569,8666235.5774,278843.7428,8666211.0359,278930.1559,8666223.30665,,NE
427,LineString,10,275810.1901,8667219.3427,276936.8748,8667087.539,276375.944051,8667175.5829,,NE
428,LineString,28,278139.6725,8665124.569,278558.9656,8662399.1889,278352.713312,8663762.507976,,NE
429,LineString,6,278330.2211,8665536.5919,280880.9509,8665892.7761,279605.4,8665716.117891,,NE
430,LineString,53,274265.1116,8665280.6344,275774.937,8665575.2038,274974.745022,8665598.30814,,NE
431,LineString,770,306365.6415,8618796.338,309151.0524,8623198.0663,306783.672486,8621756.554776,,NE
432,LineString,73,272060.9756,8690899.5003,272490.4429,8689955.3145,272400.778534,8690490.214857,,NE
433,LineString,3,275789.4383,8679955.502,275119.031,8680317.4866,275454.234655,8680136.49431,,NE
434,LineString,33,286113.5779,8669071.2554,287049.683,8667036.9614,286585.532173,8668057.15037,,NE
435,LineString,10,285402.4309,8668183.4798,287122.5047,8668818.828,286253.074256,8668537.507052,,NE
436,LineString,13,273112.8115,8662829.7122,270405.5617,8664113.432,271750.19952,8663453.839124,,NE
437,LineString,24,274240.5939,8663094.1038,272687.5263,8663639.9291,273480.049079,8663417.28314,,NE
438,LineString,8,274232.1804,8662015.6325,274682.6046,8663268.7541,274453.128264,8662644.578809,,NE
439,LineString,18,285535.7574,8682664.6929,285699.1105,8682287.7975,285528.165556,8682457.34784,,NE
440,LineString,17,287238.879,8679351.3004,285768.1716,8680360.9189,286504.229093,8679857.146962,,NE
441,LineString,65,280953.7664,8669086.7777,284310.5108,8669895.8282,282585.696223,8669603.33942,,NE
442,LineString,564,287798.8038,8678769.6661,289596.662,8677682.9113,288628.977415,8678244.939391,,NE
443,LineString,11,279087.817,8658077.4586,279682.895,8657611.176,279385.479312,8657844.95079,,NE
444,LineString,9,279838.2767,8657694.457,279692.0535,8658770.7236,279760.85895,8658231.955889,,NE
445,LineString,4,280919.951,8659316.1571,280943.9859,8658581.2804,280930.626446,8658948.671973,,NE
446,LineString,4,280299.0242,8660948.7448,279446.7915,8660616.4491,279872.85867,8660782.571123,,NE
447,LineString,8,272056.4135,8663846.7876,270788.7228,8664453.8236,271422.640747,8664150.484678,,NE
448,LineString,12,272157.8257,8663263.9263,272373.1002,8663954.6216,272294.290503,8663600.669857,,NE
449,LineString,3,273620.4799,8664305.1602,273175.9287,8664333.8686,273398.079481,8664317.769102,,NE
450,LineString,12,274277.6333,8662863.9426,272650.2461,8663574.1666,273468.974557,8663232.393889,,NE
451,LineString,11,272813.8344,8664429.4475,273175.9287,8664333.8686,272993.174741,8664375.618312,,NE
452,LineString,8,288519.1482,8664652.7356,288614.8145,8664652.296,288566.942974,8664653.016749,,NE
453,LineString,5,278471.4737,8663809.3044,279152.8654,8664130.5306,278840.41618,8663916.568155,,NE
454,LineString,46,282137.2451,8661482.224,283482.6041,8661238.6699,282844.801607,8661495.583175,,NE
455,LineString,7,293883.9282,8674783.6759,292816.9717,8675130.7027,293350.100444,8674955.203468,,NE
456,LineString,27,275417.4721,8687652.1186,274910.2715,8683594.296,275050.677129,8685634.61019,,NE
457,LineString,51,287238.879,8679351.3004,287798.8038,8678769.6661,287417.202089,8679021.912327,,NE
458,LineString,67,288490.5183,8674971.913,289596.662,8677682.9113,289110.020147,8676317.137442,,NE
459,LineString,10,299178.2419,8672253.6751,299755.9657,8671244.8267,299494.841154,8671759.576439,,NE
460,LineString,13,278753.2058,8668339.2937,280308.5774,8668171.0929,279513.441081,8668192.666656,,NE
461,LineString,11,278680.1592,8668228.2422,279663.0559,8668040.9981,279161.721336,8668105.642443,,NE
462,LineString,2,279174.2633,8668099.3558,279157.2295,8667904.3624,279165.7464,8668001.8591,,NE
463,LineString,8,274838.0223,8662296.7191,273614.4676,8662752.8591,274216.177719,8662515.903619,,NE
464,LineString,24,278986.0098,8682116.2686,279485.2712,8681374.5285,279218.376617,8681735.17691,,NE
465,LineString,28,278939.2852,8689336.0293,277932.6552,8690290.7101,278411.23027,8689792.001105,,NE
466,LineString,22,269635.6861,8690144.1071,269594.8619,8690844.391,269537.912007,8690476.45493,,NE
467,LineString,9,270145.2805,8692226.225,270744.1914,8692115.2774,270445.037992,8692172.377371,,NE
468,LineString,33,302283.0767,8638199.7535,303162.093,8636489.708,302674.909817,8637314.787077,,NE
469,LineString,2,265375.9961,8699790.0914,265510.6905,8700423.4425,265443.3433,8700106.76695,,NE
470,LineString,6,278173.9346,8665359.6679,278139.6725,8665124.569,278156.286441,8665242.187831,,NE
471,LineString,104,286854.7298,8664276.3076,285896.0696,8662723.9655,286391.205746,8663450.903934,,NE
472,LineString,15,278597.6461,8668099.3983,278018.0287,8667226.9962,278304.356828,8667664.621297,,NE
473,LineString,16,278018.0287,8667226.9962,278186.1495,8665694.2488,278110.962506,8666461.773641,,NE
474,LineString,38,269659.3586,8692642.7544,268589.8288,8692065.9895,269101.879978,8692394.967354,,NE
475,LineString,36,283565.3179,8678057.6372,282380.2556,8677319.5621,282982.61733,8677644.519609,,NE
476,LineString,352,286567.7218,8675814.9519,283639.6082,8677229.2884,285394.385375,8676328.940889,,NE
477,LineString,5,281275.0093,8661623.8593,281640.6149,8661477.6276,281448.070168,8661529.548535,,NE
478,LineString,41,280808.7698,8662480.0897,281500.1054,8660560.091,281061.075165,8661431.235703,,NE
479,LineString,3,275482.9613,8667597.342,276664.0237,8667719.9206,276073.47232,8667658.825016,,NE
480,LineString,5,278103.0461,8663759.3177,278914.7612,8663879.1441,278488.063809,8663709.779986,,NE
481,LineString,7,270590.2357,8664010.6265,270854.1245,8664614.0163,270727.462235,8664309.992772,,NE
482,LineString,7,272446.0447,8663205.026,272836.5623,8663944.1239,272652.269628,8663566.194007,,NE
483,LineString,53,278541.9273,8669718.3,278987.1343,8670808.5186,278933.135257,8670253.87263,,NE
484,LineString,5,278354.8818,8669296.6356,279024.1428,8668774.1737,278690.26172,8669036.327104,,NE
485,LineString,21,273820.8225,8665012.3897,276409.2075,8665233.92,275115.567737,8665126.026482,,NE
486,LineString,19,277562.8171,8665198.2553,277170.8021,8664798.9453,277370.701701,8665072.563202,,NE
487,LineString,10,277212.3231,8663822.6567,276647.2313,8664319.854,276946.375496,8664080.259438,,NE
488,LineString,8,274565.4978,8663304.4085,274115.1512,8662057.6154,274338.053819,8662681.849659,,NE
489,LineString,4,275066.1109,8662583.1888,274277.6333,8662863.9426,274671.840538,8662723.481028,,NE
490,LineString,10,273568.648,8662663.8862,274760.5904,8662199.3083,274156.898785,8662416.635275,,NE
491,LineString,17,276717.1906,8687088.808,278575.013,8688215.1163,277638.46637,8687663.025761,,NE
492,LineString,8,277198.3883,8688254.6771,277627.9631,8687665.6186,277420.387397,8687965.390998,,NE
493,LineString,3,273818.5443,8690270.269,274476.204,8690217.6298,274147.367761,8690243.869581,,NE
494,LineString,25,278074.9142,8688748.4763,278575.013,8688215.1163,278346.455473,8688497.635379,,NE
495,LineString,18,271527.2164,8680367.8235,272016.8138,8679549.1672,271727.190283,8679926.050992,,NE
496,LineString,43,273630.5437,8689351.3299,275043.3219,8691274.7913,274417.266644,8690248.802289,,NE
497,LineString,48,273843.5128,8691179.9553,273820.0065,8690268.199,273795.789603,8690705.93711,,NE
498,LineString,2,277932.6552,8690290.7101,277452.4279,8689942.8355,277692.54155,8690116.7728,,NE
499,LineString,11,279157.2295,8667904.3624,279661.9405,8667924.4209,279409.007781,8667925.727275,,NE
500,LineString,19,273710.6744,8687381.4532,274910.3407,8688655.3738,274346.328651,8687978.026395,,NE
501,LineString,37,270197.7596,8692476.7802,269709.9311,8691246.8112,269983.604047,8691849.679494,,NE
502,LineString,6,279973.949,8684264.4406,279219.4306,8684755.3596,279596.64187,8684509.840317,,NE
503,LineString,147,272280.7433,8679636.0,272971.5408,8681403.1643,272676.449085,8680524.630109,,NE
504,LineString,6,269906.1627,8690425.3445,269547.8523,8690661.0142,269727.220086,8690543.503651,,NE
505,LineString,47,273176.4577,8692449.8354,272290.6901,8691840.2245,272675.880708,8692336.802192,,NE
506,LineString,39,276903.113,8684075.3296,278428.9738,8682759.1558,277747.45508,8683506.933473,,NE
507,LineString,11,264105.016,8697121.9505,265084.3781,8696189.209,264593.332741,8696654.231133,,NE
508,LineString,76,277419.1121,8683996.7062,274695.6383,8680057.8873,276130.943538,8681990.119421,,NE
509,LineString,5,274966.5785,8682930.9542,275841.9812,8682346.5679,275402.791775,8682636.486233,,NE
510,LineString,6,265510.6905,8700423.4425,267105.5406,8702291.9875,266310.812156,8701355.464591,,NE
511,LineString,85,263506.0362,8697756.0466,263567.3661,8699157.4945,263532.160203,8698455.866115,,NE
512,LineString,11,287976.6487,8664620.5467,288519.1482,8664652.7356,288247.015182,8664649.371302,,NE
513,LineString,25,273492.9074,8688448.3848,272185.9462,8689721.8576,272851.845378,8689098.786966,,NE
514,LineString,12,273211.6285,8688205.3445,273492.9074,8688448.3848,273355.197403,8688323.563522,,NE
515,LineString,32,279817.8994,8658749.4274,280352.3269,8659299.0811,280076.621986,8659042.378397,,NE
516,LineString,18,275585.0411,8666353.9043,275808.7715,8667291.7943,275663.131635,8666825.705525,,NE
517,LineString,3,277619.2073,8667493.1088,275208.7099,8667225.8524,276414.039353,8667358.754332,,NE
518,LineString,7,277424.3432,8669492.8164,278753.2058,8668339.2937,278068.719002,8668893.627904,,NE
519,LineString,10,277735.0368,8668999.2569,277590.3116,8669314.5833,277667.13132,8669159.493115,,NE
520,LineString,27,282038.8683,8670663.8779,282135.0014,8669581.2599,282074.834194,8670121.193351,,NE
521,LineString,8,275617.3575,8686602.6627,274646.1401,8685758.4933,275138.326053,8686173.166301,,NE
522,LineString,14,276251.0762,8682877.3364,276148.6479,8682962.8009,276181.765218,8682905.099194,,NE
523,LineString,48,272290.6901,8691840.2245,271355.0124,8689689.9587,271826.207941,8690740.051856,,NE
524,LineString,76,273051.7105,8681393.4973,273583.8668,8681919.0971,273238.94187,8681765.151235,,NE
525,LineString,11,272124.8,8679684.1867,271930.1224,8679440.5257,272027.06607,8679562.427646,,NE
526,LineString,42,273223.0335,8680666.4425,274087.4652,8682035.0099,273621.735071,8681384.581373,,NE
527,LineString,50,272216.2384,8678742.9315,271930.1224,8679440.5257,272082.344062,8679109.138178,,NE
528,LineString,20,270835.8789,8691610.9665,272060.9756,8690899.5003,271468.318103,8691266.86826,,NE
529,LineString,38,270845.9835,8692227.0389,272507.4846,8692210.1299,271700.244643,8692263.40212,,NE
530,LineString,58,271808.8329,8680589.6296,272222.2531,8679605.6658,271956.447015,8680058.221831,,NE
531,LineString,17,273492.9074,8688448.3848,274234.0339,8689216.8069,273853.480195,8688841.191276,,NE
532,LineString,39,270189.3843,8692442.173,270835.8789,8691610.9665,270621.806581,8692121.981245,,NE
533,LineString,15,276281.2917,8682934.8834,276148.6479,8682962.8009,276215.285165,8682967.150513,,NE
534,LineString,41,275430.2449,8688337.7431,274910.3407,8688655.3738,275172.935458,8688504.625219,,NE
535,LineString,39,280406.4454,8687632.5879,279628.0663,8688153.1318,279991.428937,8687863.090781,,NE
536,LineString,85,279189.7962,8689131.589,277386.278,8688022.2755,278305.481119,8688475.823475,,NE
537,LineString,27,272694.3654,8680328.5507,273127.9126,8679725.8713,272834.787891,8679971.62509,,NE
538,LineString,2,273600.1465,8680379.2627,273223.0335,8680666.4425,273411.59,8680522.8526,,NE
539,LineString,123,273725.3132,8686445.4431,273964.384,8685164.7838,273787.664721,8685790.715424,,NE
540,LineString,3,273818.5443,8690270.269,273378.0432,8689797.3508,273598.98667,8690033.169851,,NE
541,LineString,23,277531.1684,8690881.5124,277932.6552,8690290.7101,277681.11471,8690549.855195,,NE
542,LineString,9,276076.8248,8680498.0462,275397.8291,8680836.3962,275740.483698,8680673.958818,,NE
543,LineString,11,272514.0638,8689947.4191,271707.9917,8689405.4409,272115.760199,8689675.06719,,NE
544,LineString,5,284213.5139,8659381.4698,284769.4887,8659974.4016,284491.876274,8659677.586869,,NE
545,LineString,33,283014.429,8660347.2598,282597.8913,8659388.2121,282805.114263,8659868.444223,,NE
546,LineString,3,283101.8432,8677573.7423,283639.6082,8677229.2884,283370.725697,8677401.515345,,NE
547,LineString,30,310547.5398,8618124.4719,307670.0651,8619601.7466,309078.498454,8618626.968519,,NE
